MDU,HW_Property Name,Address,RecordID,Zip
F1547,ONDA CONDOMINIUM,1135 103RD ST 33154,007933392,33154
F0655,ONE BY TROSS,1150 101ST ST 33154,008618827,33154
F1656,ONE MIAMI PROJECT,"325 South Biscayne Boulevard, Miami, FL 33131-2306, USA",053489180,33131
F0462,ONE OCEAN,"1 Collins Avenue, Miami Beach, FL 33139-7480, USA",000040734,33139
F0639,ONE PARAISO,"3131 Northeast 7th Avenue, Miami, FL 33137-4457, USA",051716145,33137
F0851,ONE PARK GROVE,"2811 South Bayshore Drive, Miami, FL 33133-6087, USA",046709538,33133
F1581,ONE WATERMARK PLACE OF THE PALM BEACHES,"622 North Flagler Drive, West Palm Beach, FL 33401-4010, USA",080436375,33401
F0216,OPERA TOWER,"1750 North Bayshore Drive, Miami, FL 33132-3203, USA",026948232,33132
F1345,ORCHID GROVE,"651 Southwest 1st Avenue, Pompano Beach, FL 33060-8313, USA",082270884,33060
F1147,ORCHID ISLAND GOLF AND BEACH COMMUNITY ASSOCIATION,"1 Beachside Drive, Florida 32963-9501, USA",000018975,32963
F1343,ORIOLE GARDENS I,"7400 Northwest 5th Court, Margate, FL 33063-7442, USA",087635498,33063
F1684,ORLEANS CHATEAU & VILLAS,2000 S OCEAN LN 33316,032026590,33316
F0757,OVERLOOK CONDO,"1167 Hillsboro Mile, Hillsboro Beach, FL 33062-1622, USA",009178058,33062
F0804,PACIFICA,"1100 Audace Avenue, Boynton Beach, FL 33426-3454, USA",005946672,33426
F0681,PALACE AT BAL HARBOUR C,"159 Bal Bay Drive, Bal Harbour, FL 33154-1310, USA",022874674,33154
F1732,PALAZZO DEL MARE (PDM),"PALAZZO DEL MARE (PDM, Fisher Island, FL 33109, USA",,
F1355,PALISADES,6626 PALISADES AVE 34109,082885574,34109
F1478,PALM AIRE COUNTRY CLUB #14,"4221 West Palm Aire Drive, Pompano Beach, FL 33069-4067, USA",064274048,33069
F1626,PALM AIRE COUNTRY CLUB NO. 8,"4000 North Cypress Drive, Pompano Beach, FL 33069-4183, USA",061169744,33069
F1120,PALM BAY VILLAS,1950 GULF SHORE BLVD N 34102,030942710,34102
F1859,PALM BEACH LANDINGS,"2885 Palm Beach Boulevard, Fort Myers, FL 33916-1574, USA",047462502,33916
F1255,PALM BEACH VILLAS CONDOMINIUM,4201 S OCEAN BLVD 33480,063974909,33480
F1185,PALM CHASE,"10755 Palm Lake Avenue, Boynton Beach, FL 33437-2213, USA",004696939,33437
F1356,PALM CHASE LAKES,"5859 Center Court Drive, Boynton Beach, FL 33437-3426, USA",077307257,33437
F1333,PALM SPRINGS III,"7390 Northwest 18th Street, Margate, FL 33063-6851, USA",087540021,33063
C1787,PALM VALLEY,"Palm Valley Drive, Palm Desert, CA 92211, USA",,
F1097,PALM-AIRE COUNTRY CLUB #2,"3001 South Course Drive, Pompano Beach, FL 33069-3993, USA",049162507,33069
F1303,PALM-AIRE COUNTRY CLUB #6,"3700 Oaks Clubhouse Drive, Pompano Beach, FL 33069-3648, USA",058286802,33069
F1259,PALM-AIRE COUNTRY CLUB 11,"3520 Oaks Way, Pompano Beach, FL 33069-5391, USA",056635965,33069
F1438,PALM-AIRE COUNTRY CLUB 5,"360 Oaks Lane, Pompano Beach, FL 33069, USA",057330118,33069
F1436,PALM-AIRE COUNTRY CLUB 53,"2900 North Course Drive, Pompano Beach, FL 33069-3893, USA",047697440,33069
F1437,PALM-AIRE COUNTRY CLUB 9,"907 Cypress Terrace, Pompano Beach, FL 33069-4066, USA",095815828,33069
F1440,PALM-AIRE COUNTRY CLUB CONDO 12,"4000 Cypress Grove Way, Pompano Beach, FL 33069-5064, USA",061165078,33069
F1447,PALM-AIRE COUNTRY CLUB CONDO 4,"3200 North Course Lane, Pompano Beach, FL 33069-5425, USA",052705522,33069
F1439,PALM-AIRE COUNTRY CLUB CONDO 7,"1100 West Cypress Drive, Pompano Beach, FL 33069-4107, USA",005982816,33069
F1479,"PALM-AIRE COUNTRY CLUB CONDOMINIUM ASSOCIATION NO. 52, INC.","3096 North Course Drive, Pompano Beach, FL 33069, USA",050835804,33069
F1324,PALM-AIRE COUNTRY CLUB#3,"3051 South Palm Aire Drive, Pompano Beach, FL 33069-4277, USA",050238598,33069
F0822,PARADISE GARDENS,"26017 South Dixie Highway, Naranja, FL 33032-6613, USA",043912018,33032
F0981,PARADISE GARDENS ONE,"14505 Southwest 260th Street, Homestead, FL 33032-6526, USA",019392336,33032
F1750,PARADISE HARBOUR APARTMENTS,"PARADISE HARBOUR APARTMENTS, Hallandale Beach, FL 33009, USA",,
F0640,PARAISO BAYVIEWS,"501 Northeast 31st Street, Miami, FL 33137-4476, USA",070720918,33137
F0577,PARAISOBAY,"650 Northeast 32nd Street, Miami, FL 33137-4244, USA",082184568,33137
F0167,PARAMOUNT BAY,"2020 North Bayshore Drive, Miami, FL 33137-5153, USA",032753928,33137
F0784,PARAMOUNT MIAMI WORLD CENTER,"851 Northeast 1st Avenue, Miami, FL 33132-1817, USA",093428230,33132
F0503,PARK CENTRAL AT CYPRESS KEY,"11925 Southern Boulevard, Royal Palm Beach, FL 33411-7618, USA",010055464,33411
F0600,PARK SHORE LANDING,"405 Park Shore Drive, Naples, FL 34103-2698, USA",061969622,34103
F1287,PARK SHORE RESORT,"PARK SHORE RESORT, Naples, FL 34103, USA",,
F0502,PARK SHORE TOWER,"4251 Gulf Shore Boulevard North, Naples, FL 34103-3427, USA",064594945,34103
F0641,PARK SQUARE ALF,"PARK SQUARE ALF, Aventura, FL 33180, USA",,
F0659,PARK SQUARE MC,"PARK SQUARE MC, Aventura, FL 33180, USA",,
F0497,PARK TERRACE,"Park Terrace, Boynton Beach, FL 33426, USA",,
F1001,PARKER DORADO CONDOMINIUM,"3180 South Ocean Drive, Hallandale Beach, FL 33009-7255, USA",052368845,33009
F1165,PARKS AT DELRAY,"2100 South Congress Avenue, Delray Beach, FL 33445-7340, USA",034777490,33445
F1480,PARKSHORE PLAZA,"300 Beach Drive Northeast, St. Petersburg, FL 33701-3482, USA",049034693,33701
F0689,PARKSIDE,"4425 Southwest Martin Highway, Palm City, FL 34990-5526, USA",066240250,34990
F1568,PARKVIEW ESTATES AT BOCA,"9501 Parkview Avenue, Boca Raton, FL 33428, USA",097954744,33428
F1483,PARKWAY PRESERVE,"13068 Serenity Lake Drive, Fort Myers, FL 33913-2723, USA",014615838,33913
F0642,PARQUE TOWERS,"350 Sunny Isles Boulevard, Sunny Isles Beach, FL 33160, USA",056333181,33160
F1829,PARTRIDGE POINT,"1010 Partridge Circle, Naples, FL 34104-8823, USA",001373623,34104
F0761,PASEO,"11611 Paseo Grande Boulevard, Fort Myers, FL 33912-8988, USA",009052108,33912
F1851,PEARL CONDOMINIUM,"4191 Northwest 41st Street, Lauderdale Lakes, FL 33319-4874, USA",063770829,33319
F0624,PEARL HOUSE,1160 101ST ST 33154,008997719,33154
F1598,PELICAN BAY FOUNDATION,"6251 Pelican Bay Boulevard, Naples, FL 34108-8126, USA",080684254,34108
F0535,PELICAN HARBOR,"475 Pelican Way, Delray Beach, FL 33483-8036, USA",068714317,33483
F0523,PELICAN LANDING,"24501 Walden Center Drive, Bonita Springs, FL 34134-4600, USA",041726326,34134
F0975,PELICAN POINT ASSOCIATION,"90 Pelican Pointe Drive, Delray Beach, FL 33483-8047, USA",095304770,33483
F0625,PELICAN POINT WEST,250 PARK SHORE DR 34103,042370135,34103
F0875,PELICAN PRESERVE,"10561 Veneto Drive, Fort Myers, FL 33913-7021, USA",003887108,33913
F1317,PELORO,"6610 Indian Creek Drive, Miami Beach, FL 33141-5826, USA",082793927,33141
F0342,PEMBROKE FALLS,"1651 Northwest 136th Avenue, Pembroke Pines, FL 33028-2748, USA",024722285,33028
F0140,PENINSULA II,"3301 Northeast 183rd Street, Aventura, FL 33160-4476, USA",054091984,33160
F1751,PENN MANOR CONDOMINIUM,1420 PENNSYLVANIA AVE 33139,018485184,33139
F1104,PHOENIX TOWERS CONDOMINIUM,"2800 North Ocean Drive, Riviera Beach, FL 33404-3297, USA",046501721,33404
F1397,PIER HOUSE RESORT & SPA,"PIER HOUSE RESORT & SPA, Duval Street, Key West, FL 33040, USA",,
F0752,PINES GARDENS APARTMENTS,"10400 Southwest City Center boulevard, Pembroke Pines, FL 33025-4469, USA",003180149,33025
F1004,PINES OF DELRAY WEST,"2700 Southwest 15th Street, Delray Beach, FL 33445-5809, USA",045236448,33445
F0128,PINES OF OAKLAND FOREST WEST,"3082 South Oakland Forest Drive, Oakland Park, FL 33309-5655, USA",050681087,33309
F1143,PIPERS GLEN ESTATES - BULK,"6100 Slice Court, Boynton Beach, FL 33437-4133, USA",079362650,33437
F1254,PLAYA DEL MAR,"3900 Galt Ocean Drive, Fort Lauderdale, FL 33308-6631, USA",060054377,33308
F1304,PLAYA DEL SOL,"3500 Galt Ocean Drive, Fort Lauderdale, FL 33308-6823, USA",056344310,33308
C1015,PLAYA VISTA,"PLAYA VISTA, Playa Vista, FL 90094, USA",,
F0567,PLAZA 901 BRICKELL CONDO ASSOC,"951 Brickell Avenue, Miami, FL 33131-3930, USA",097983054,33131
F1808,PLAZA AT OCEANSIDE,"1 North Ocean Boulevard, Pompano Beach, FL 33062-5713, USA",000112822,33062
F1580,PLAZA SOUTH,"4280 Galt Ocean Drive, Fort Lauderdale, FL 33308-6147, USA",064807397,33308
F1240,PLYMOUTH HARBOR ON SARASOTA BAY,"700 John Ringling Boulevard, Sarasota, FL 34236-1542, USA",084760064,34236
F0780,POINCIANA PLACE CONDO III,"3595 Birdie Drive, Greenacres, FL 33467-2824, USA",057189891,33467
F1641,POINCIANA PLACE CONDO IV,"3951 Via Poinciana, FL 33467-2968, USA",060534495,33467
F0524,POINT EAST TWO CONDO,"2895 Point East Drive, Aventura, FL 33160-2658, USA",047527243,33160
F1477,"POINT OF AMERICA'S I","2100 South Ocean Lane, Fort Lauderdale, FL 33316-3835, USA",034777863,33316
F0205,POINT ORLANDO,"6025 Sand Lake Vista Drive, Orlando, FL 32819-3539, USA",078602401,32819
F1214,POINTE ROYALE,"1910 Virginia Avenue, Fort Myers, FL 33901-3302, USA",030149568,33901
F1896,POLYNESIAN VILLAGERS,"101 South Fiji Circle, Englewood, FL 34223-6215, USA",001299095,34223
F0828,POMPANO AEGEAN,"1010 South Ocean Boulevard, Pompano Beach, FL 33062-6666, USA",001378821,33062
F0541,PONCE DE LEON CONDOMINIUM,"1607 Ponce de Leon, Coral Gables, FL 33134-4012, USA",023527245,33134
F1694,PONTE VECCHIO EAST,"7050 Catania Drive, Boynton Beach, FL 33472-7362, USA",085282671,33472
F0480,PORSCHE DESIGN TOWER,"18555 Collins Avenue, Sunny Isles Beach, FL 33160-2400, USA",029098760,33160
F1871,PORT LARGO CLUB,"PORT LARGO CLUB, Key Largo, FL 33037, USA",,
F1110,PORTA BELLA,"799 Jeffery Street, Boca Raton, FL 33487-4191, USA",090085097,33487
F1708,PORTO VITA,"PORTO VITA, Miami, FL 33180, USA",,
F1916,PORTOBELLO,"PORTOBELLO, Longboat Key, FL 34228, USA",,
F1085,PORTOFINO ON THE INTRACOASTAL CONDO,"77 South Birch Road, Fort Lauderdale, FL 33316-1500, USA",088970164,33316
F0652,PORTOFINO TOWER CONDO,"300 South Pointe Drive, Miami Beach, FL 33139-7337, USA",049104882,33139
F1224,"PORTS O'CALL CONDO","24 Yacht Club Drive, North Palm Beach, FL 33408-3906, USA",040730309,33408
F1638,PRADERA HOA,"6829 Pradera Drive, Boca Raton, FL 33433-2387, USA",083830776,33433
F1381,PRESERVE OF HOBE SOUND,"5303 Southeast Preserve Trce, Hobe Sound, FL 33455, USA",073769027,33455
F1710,PRESIDENTIAL ESTATES,26 LINCOLN PL 92270,043757244,92270
F1810,PRIVATEER NORTH,"PRIVATEER NORTH, Sarasota, FL 33577, USA",,
F0570,PRIVE AT ISLAND ESTATES,"5000 Island Estates Drive, Aventura, FL 33160-5185, USA",070584605,33160
F1897,"PRO'S NEST",625 SOUTHWIND CIR 33408,080669958,33408
F1724,PROMENADE CONDOMINIUM AT KENDALE LAKES,"14501 Southwest 88th Street, FL 33186-8019, USA",019386748,33186
F0159,PROMENADE SHORES AT DORAL,"11103 Northwest 83rd Street, Doral, FL 33178-1745, USA",006683634,33178
F0076,PUERTA DE PALMAS,"888 Douglas Road, Coral Gables, FL 33134-7510, USA",094728809,33134
F0421,PUNTA RASSA,"15008 Punta Rassa Road, Florida 33908-2720, USA",020665629,33908
F0955,Palmira,"28191 Matteotti View, Bonita Springs, FL 34135, USA",046822246,34135
F0994,Pine Ridge at Delray Beach,"13751 Oneida Drive, Delray Beach, FL 33446-3302, USA",016858982,33446
F0996,QUADRO MIAMI (BULK),"QUADRO MIAMI (BULK, Miami, FL 33137, USA",,
F0396,QUAIL CREEK ESTATES,"4886 Pond Apple Drive South, Naples, FL 34119-8538, USA",069526719,34119
F0643,QUAIL CREEK FOUNDATION,"11655 Quail Village Way, Naples, FL 34119-8806, USA",009154673,34119
F1049,QUAIL RUN CONDO ONE,"2404 Aspen Way, Boynton Beach, FL 33436-6612, USA",040877825,33436
F0731,QUAIL WEST,"5950 Burnham Road, Naples, FL 34119-8400, USA",077797862,34119
F0094,QUANTUM ON THE BAY,"1900 North Bayshore Drive, Miami, FL 33132-3001, USA",029849065,33132
F0123,QUANTUM ON THE BAY II,"QUANTUM ON THE BAY II, Miami, FL 33132, USA",,
GA886,QUILL,"1460 La France Street Northeast, Atlanta, GA 30307-2975, USA",019602702,30307
F1519,RAINBOW LAKES HOA,"5246 Brian Boulevard, Boynton Beach, FL 33472, USA",073315964,33472
F1529,RAINBOW LAKES WATERCHASE,"5199 Tartan Lakes Boulevard, Boynton Beach, FL 33472-1254, USA",072735229,33472
F0847,RANCH COLONY,"RANCH COLONY, Jupiter, Mack Dairy Road, Jupiter, FL 33478, USA",,
F1232,RAPALLO SOUTH,"1801 South Flagler Drive, West Palm Beach, FL 33401-7349, USA",027881722,33401
N1144,RAVENEL,941 RAVENEL RIDGE RD 28741,097613556,28741
F1301,RD EAST LAS OLAS,"201 South Federal Highway, Fort Lauderdale, FL 33301-3793, USA",032368796,33301
F0452,REACH CONDO,"68 Southeast 6th Street, Miami, FL 33131-3190, USA",083636535,33131
F0718,REFLECTION ISLES,"11375 Reflection Isles Boulevard, Fort Myers, FL 33912-8919, USA",008009560,33912
F0644,REFLECTION KEY,"14830 Reflection Key Circle, Fort Myers, FL 33907-8100, USA",020070455,33907
F0900,REFLECTIONS,"1000 Northwest 7th Street, Miami, FL 33136-3141, USA",000604227,33136
F0366,REGALIA ON THE OCEAN,"19575 Collins Avenue, Sunny Isles Beach, FL 33160-2222, USA",031030836,33160
F0924,REGATTA AT NEW RIVER,"416 Southwest 1st Avenue, Fort Lauderdale, FL 33301-4411, USA",063498036,33301
F1589,REGENCY HIGHLAND CONDOMINIUM,"3908 South Ocean Boulevard, Highland Beach, FL 33487-3337, USA",060146910,33487
F0743,REGENCY TOWERS OF NAPLES,3401 GULF SHORE BLVD N 34103,055274262,34103
F0475,RESIDENCE @ GROVE STATION,"2560 Southwest 27th Avenue, Miami, FL 33133-2159, USA",043376562,33133
F1347,RESIDENCE INN DORAL,"RESIDENCE INN DORAL, Miami, FL 33172, USA",,
F1579,RESIDENCES AT MERCATO,9137 MERCATO WAY 34108,096298735,34108
"G1411, GA240",RICE HOPE,,,31407
F0584,RICHMOND PARK,"WOODCREST DR & IMMOKALEE RD, FL 34120, USA",099749320,34120
F1525,RIDGEVIEW TOWERS,"3051 Northeast 48th Street, Fort Lauderdale, FL 33308-4958, USA",050237512,33308
F1239,RIDGEWOOD AT PINE ISLAND RIDGE,"2020 Orange Grove Drive, Davie, FL 33324-6947, USA",032755866,33324
"F0456, F0482",RISE CONDO,,,33131
F1321,RITZ CARLTON BAL HARBOUR,"RITZ CARLTON, Bal Harbour, FL 33154, USA",,
F0840,RITZ CARLTON RESIDENCES,"15701 Collins Avenue, Florida 33160-5390, USA",022585329,33160
F1313,RIU MIAMI BEACH,"RIU MIAMI BEACH, Collins Avenue, Miami Beach, FL 33140, USA",,
F1898,RIVER CLUB,"1600 Northeast Dixie Highway, Florida 34957-6356, USA",023289501,34957
F1446,RIVER HOUSE TOWERS,"400 North Federal Highway, Deerfield Beach, FL 33441-2233, USA",061125523,33441
F1899,RIVER KEY,342 SOUTHWIND DR 33408,055556354,33408
F1673,RIVERLAND STUART,"3500 South Kanner Highway, Stuart, FL 34994-4808, USA",056350574,34994
F0668,RIVERVIEW TOWERS,"645 Northwest 1st Street, Miami, FL 33128-1550, USA",081931923,33128
F1503,ROCK HARBOR CLUB,"97652 Overseas Highway, Key Largo, FL 33037-2215, USA",098777512,33037
F1121,ROSEDALE,"2025 Lakewood Ranch Boulevard, Bradenton, FL 34211-4907, USA",032859261,34211
PA037,ROSEMONT PLAZA,"1062 East Lancaster Avenue, Bryn Mawr, PA 19010-1552, USA",004202795,19010
F1693,ROYAL POINCIANA SOUTH,"333 Sunset Avenue, Palm Beach, FL 33480-3857, USA",054539585,33480
F1448,ROYAL POINT AT PALM-AIRE A,"3600 Oaks Clubhouse Drive, Pompano Beach, FL 33069-3695, USA",057351625,33069
F1454,ROYAL POINT AT PALM-AIRE B,"3500 Oaks Clubhouse Drive, Pompano Beach, FL 33069-3686, USA",056348747,33069
F0971,Royal Mariner,"3100 Northeast 49th Street, Fort Lauderdale, FL 33308-4962, USA",051074716,33308
F1817,SABAL CHASE,"10937 Southwest 113th Place, Miami, FL 33176-3175, USA",005445943,33176
F0451,SABALSHORES,"600 South Ocean Boulevard, Boca Raton, FL 33432-6265, USA",078290084,33432
F0877,SADDLEWOOD,"4550 Polo Road, Wellington, FL 33467-3718, USA",067275330,33467
F0694,SAN MARCO,"7251 Lugano Drive, Boynton Beach, FL 33437-6071, USA",086821415,33437
F1327,SAN REMO AT PALMIRA HOA,"28505 Alessandria Circle, Bonita Springs, FL 34135-8612, USA",047208058,34134
SC562,SANCTUARY AT GRAND OAKS,"Ashley Gardens Boulevard, Charleston, SC 29414, USA",099390628,29414
F1213,SAND DOLLAR SHORES,"7420 South Ocean Drive, FL 34957-2036, USA",087770033,34957
F0773,SANDPIPER POINTE,"450 South Century Boulevard, Deerfield Beach, FL 33442, USA",066786635,33442
F0477,SANIBEL HARBOUR TOWER N CONDO,"17080 Harbour Pointe Drive, Florida 33908-2773, USA",025918333,33908
F0793,SANIBEL VIEW,"20001 Sanibel View Circle, Fort Myers, FL 33908-3755, USA",032033955,33908
F0563,SANTORINI AT RENAISSANCE COMM,"1645 Renaissance Commons Boulevard, Boynton Beach, FL 33426-8263, USA",024583388,33426
F0445,SATURNIA LAKES,"1310 Saturnia Grande Drive, Naples, FL 34119-3408, USA",014838982,34119
F1602,SCHOONER BAY CONDO,"3480 North Key Drive, North Fort Myers, FL 33903-7028, USA",056092079,33903
F1518,SEA COLONY COMMUNITY,"1910 Mainsail Circle, Jupiter, FL 33477-1417, USA",030140387,33477
F1517,SEA COLONY CONDO,"1910 Mainsail Circle, Jupiter, FL 33477-1417, USA",030140387,33477
F0602,SEA MONARCH,"111 North Pompano Beach Boulevard, Pompano Beach, FL 33062-5718, USA",006568026,33062
F1055,SEA VIEW AT DANIA BEACH,"601 East Dania Beach Boulevard, Dania Beach, FL 33004-3074, USA",078395266,33004
F0836,SEACOAST SUITES,"SEACOAST SUITES, Miami Beach, Miami Beach, FL 33140, USA",,
F1219,SEAGATE OF GULFSTREAM,"2020 South Federal Highway, Boynton Beach, FL 33435-6907, USA",032758447,33435
F1900,SEAGATE OF HIGHLAND,"3224 South Ocean Boulevard, Highland Beach, FL 33487-2508, USA",053143993,33487
F1223,SEAGLASS,1500 BEACH CLUB ROAD 33469,020623854,33469
F1409,SEAMARK CONDOMINIUM ASSOCIATION OF NORTH PALM BEACH INC,"370 Golfview Road, North Palm Beach, FL 33408-3557, USA",058260907,33408
F1556,SEAPLACE CONDOMINIUM,"2045 Gulf of Mexico Drive, Longboat Key, FL 34228-3251, USA",033383928,34228
F1901,SEASCAPE TOWERS,"5207 South Atlantic Avenue, New Smyrna Beach, FL 32169-4531, USA",072932631,32169
F1752,SEASIDE CONDOS BLDG 191-192,"19241 Fisher Island Drive, Miami Beach, FL 33109-1179, USA",101927517,33109
F1664,SEASIDE KEY WEST RESIDENCES,"1 Seaside South Court, Key West, FL 33040-5293, USA",000145387,33040
F1753,SEASIDE VILLAS,"SEASIDE VILLAS, Fisher Island Drive, Fisher Island, FL 33109, USA",,
F1903,SEASONS AT SPRING CREEK,"SEASONS AT SPRING CREEK, Okahumpka, FL 34769, USA",,
F0844,SEASONS OF BOCA RATON,"6450 Northwest 30th Avenue, Boca Raton, FL 33496-3322, USA",081943380,33496
F0554,SERENO AT BAY HARBOR ISLANDS,"10201 East Bay Harbor Drive, Bay Harbor Islands, FL 33154-1251, USA",002073028,33154
F0890,SETAI,"SETAI, Miami Beach, FL 33139, USA",,
F1306,SETAI HOTEL & RESIDENCES,"SETAI HOTEL & RESIDENCES, MIAMI BEACH, FL 33133, USA",,
F1902,SEVILLE CONDOMINIUM 12,"SEVILLE CONDOMINIUM 12, 12th Street, Clearwater, FL 33764, USA",,
F0739,SEYCHELLES,"2585 Seychelles Drive, Naples, FL 34112, USA",043589195,34112
F0583,SHADOW WOODS AT THE BROOKS,"23101 Oakwilde Boulevard, Florida 34135-2054, USA",039357634,34135
F1314,SHELBORNE WYNDHAM GR,"SHELBORNE WYNDHAM GR, Miami Beach, FL 33139, USA",,
F1702,SHERIDAN BY THE BEACH,"1400 Sheridan Street, Hollywood, FL 33020-7211, USA",017631567,33020
F1432,SHOREWOOD,"607 Shorewood Drive, Cape Canaveral, FL 32920-5024, USA",079037905,32920
F0394,SIENNA RESERVE,14656 RESERVE LN 34109,019710320,34109
F1125,SIERRA VISTA,"14220 East La Sedona Circle, Delray Beach, FL 33484-8749, USA",018570296,33484
F1843,SILVER SHORES,"1874 Southwest 152nd Way, Miramar, FL 33027-4315, USA",029353082,33027
F0621,SILVERLEAF,"7786 Lantana Road, Greenacres, FL 33467, USA",089316943,33467
F0423,SINAI RESIDENCES,"21036 95th Avenue South, Boca Raton, FL 33428-1549, USA",034860807,33428
F0435,SINAI RESIDENCES SPECIAL CARE,"SINAI RESIDENCES SPECIAL CARE, Boca Raton, FL 33428, USA",,
"F0489, F1318, F1322",SLS BRICKELL,"SLS BRICKELL, Miami, FL 33130, USA",,
F0930,SLS RESIDENCE (AKA DIPLOMAT TOWER 100),"101 Diplomat Parkway, Hallandale Beach, FL 33009-3826, USA",001207501,33009
"F0585, F0586",SLSLUX CONDO,"801 South Miami Avenue, Miami, FL 33130-4523, USA",090516427,33130
GA788,SLX GRAND ATLANTA,"5211 Peachtree Boulevard, Chamblee, GA 30341-3165, USA",073014461,30341
F1507,SMART BRICKELL HOTEL TOWER 2,"SMART BRICKELL HOTEL TOWER, #2, Miami, FL 33130, USA",,
F1183,SMART BRICKELL TOWER I,"239 Southwest 9th Street, Miami, FL 33130-3533, USA",040525224,33130
F1535,SMITHBROOKE HOA,"7235 Smithbrooke Drive, Greenacres, FL 33467-7201, USA",086707858,33467
G1192,SOCIETY ATLANTA,"811 Peachtree Street Northeast, Atlanta, GA 30308-1972, USA",091288212,30308
F1166,SOCIETY ORLANDO,"410 North Orange Avenue, Orlando, FL 32801-1522, USA",062634039,32801
F1275,SOCIETY WYNWOOD,"176 Northwest 25th Street, Miami, FL 33127-4574, USA",027088864,33127
F0936,SOHO BEACH HOUSE,"SOHO BEACH HOUSE, Collins Avenue, Miami Beach, FL 33140, USA",,
F1621,SOLAMAR CONDOMINIUM,"4451 Gulf Shore Boulevard North, Naples, FL 34103-2690, USA",066451808,34103
F1485,SOLANA LAKE,"8942 Lake Drive, Cape Canaveral, FL 32920, USA",094962871,32920
F0671,SOLE MIA,"2321 Sole Mia Way, North Miami, FL 33181, USA",039603310,33181
F0124,SOLE ON THE OCEAN,"SOLE ON THE OCEAN, Sunny Isles Beach, FL 33160, USA",,
F1316,SOLEMAR CONDOMINIUM (1116 NORTH OCEAN),"1116 North Ocean Boulevard, Pompano Beach, FL 33062-4086, USA",006959879,33062
F0703,SOLERA AT KENDALL WEST,"1462 Solera Terrace, Jacksonville, FL 32211-4416, USA",019652814,32211
F1050,SOMERSET AT ABACOA,"101 Nuestra Drive, Jupiter, FL 33458-2772, USA",001275431,33458
F1323,SOMERSET AT PLANTATION,"10401 Dartington Drive, Fort Myers, FL 33913-8431, USA",003184182,33913
F0100,SOMERSET TOWERS,"1545 Northwest 15th Street Road, Miami, FL 33125-1612, USA",022065438,33125
F0210,SONOMA BAY,"3600 Sonoma Drive, West Palm Beach, FL 33404-1867, USA",057354383,33404
F1697,SOUTH POINTE TOWERS CONDOMINIUM,"400 South Pointe Drive, Miami Beach, FL 33139-7301, USA",061143015,33139
F1063,SOUTH RIVER VILLAGE FIVE,"30 Southwest South River Drive, Stuart, FL 34997-3215, USA",049008095,34997
F1062,SOUTH RIVER VILLAGE FOUR,"30 Southwest South River Drive, Stuart, FL 34997-3215, USA",049008095,34997
F1059,SOUTH RIVER VILLAGE ONE,"30 Southwest South River Drive, Stuart, FL 34997-3215, USA",049008095,34997
F1061,SOUTH RIVER VILLAGE THREE,"30 Southwest South River Drive, Stuart, FL 34997-3215, USA",049008095,34997
F1060,SOUTH RIVER VILLAGE TWO,"30 Southwest South River Drive, Stuart, FL 34997-3215, USA",049008095,34997
F1118,SOUTHWOOD BLOCK 2,130 SHAMROCK BLVD 34293,014280367,34293
F0492,SPINDRIFT CLUB OF NAPLES,2600 GULF SHORE BLVD N 34103,043872677,34103
GA607,SPOKE,"1450 La France Street Northeast, Atlanta, GA 30307-2928, USA",019374380,30307
F1299,SPRINGHILL SUITES BOCA RATON (5130),"SPRINGHILL SUITES, 5130, Boca Raton, FL 33487, USA",,
F0664,SQUARE STATION,"1424 Northeast Miami Place, Miami, FL 33132-1368, USA",018621129,33132
F1407,ST ANDREWS GLEN,7500 SAINT ANDREWS RD 33467,088140740,33467
F0616,ST ANDREWS PARK TH,"6060 Northwest Helmsdale Way, Port St. Lucie, FL 34983-4137, USA",078972321,34983
F0464,ST JAMES GOLF CLUB,"5601 Northwest Saint James Drive, Port St. Lucie, FL 34983-3411, USA",075837802,34983
F0958,ST JOHNS PRESERVE,"285 Northwest Kylar Drive, Palm Bay, FL 32907, USA",047187305,32907
F0174,ST REGIS,"ST REGIS, Bal Harbour, Florida 33154, USA",,
F0169,ST REGIS BAL HARBOUR RESORT,"9701 Collins Avenue, Florida 33154-2206, USA",098592227,33154
F0204,ST TROPEZ,"150 Sunny Isles Boulevard, Sunny Isles Beach, FL 33160-4391, USA",020609258,33160
F0148,ST. ANDREWS,"17557 Claridge Oval West, Boca Raton, FL 33496-1336, USA",027027865,33496
F1172,ST. CROIX CLUB,3483 GULF SHORE BLVD N 34103,056103571,34103
F1586,ST. REGIS LONG KEY,"ST. REGIS LONG KEY, Longboat Key, FL 34288, USA",,
F0339,STAR LOFT,"700 Northeast 25th Street, Miami, FL 33137-4791, USA",084770001,33137
GA791,STAR METALS RESIDENTIAL,"1050 Howell Mill Road Northwest, Atlanta, GA 30318-1695, USA",003678429,30318
F0675,STARLIGHT COVE,"12241 Fairway Pines Drive, Boynton Beach, FL 33437, USA",011828584,33437
F0827,STONEBRIAR,"1 Cypress Cove, Jupiter, FL 33458, USA",000046897,33458
F0809,STONEBRIDGE COUNTRY CLUB,"2100 Winding Oaks Way, Naples, FL 34109-1423, USA",034783045,34109
F0155,STONEBRIDGE GCC,"10343 Stonebridge Boulevard, Boca Raton, FL 33498-6406, USA",002829985,33498
F0654,STRATA AT PLANTATION,"4350 Northwest 8th Court, Plantation, FL 33317-1500, USA",065566546,33317
